VALUE,LCZ1,latitude,longitude
"21.79000000,""11"",6.99,3.72"
"21.93000000,""11"",6.99,3.71"
"24.35000000,""6"",6.61,3.58"
"21.39000000,""12"",6.99,3.52"
"24.59000000,""6"",6.61,3.57"
"21.25000000,""12"",6.99,3.51"
"24.07000000,""6"",6.61,3.60"
"21.63000000,""12"",6.99,3.54"
"24.25000000,""6"",6.61,3.59"
"21.59000000,""12"",6.99,3.53"
"24.21000000,""6"",6.61,3.54"
"20.87000000,""12"",6.99,3.49"
"24.25000000,""9"",6.61,3.53"
"21.17000000,""12"",6.99,3.48"
"24.51000000,""6"",6.61,3.56"
"21.27000000,""12"",6.99,3.51"
"24.19000000,""9"",6.61,3.55"
"21.19000000,""12"",6.99,3.50"
"23.95000000,""9"",6.61,3.65"
"21.33000000,""11"",6.99,3.60"
"24.03000000,""9"",6.61,3.64"
"21.45000000,""12"",6.99,3.59"
"23.43000000,""9"",6.61,3.67"
"21.59000000,""11"",6.99,3.61"
"23.85000000,""9"",6.61,3.66"
"21.55000000,""11"",6.99,3.60"
"24.31000000,""6"",6.61,3.61"
"21.97000000,""9"",6.99,3.56"
"24.21000000,""6"",6.61,3.60"
"21.83000000,""12"",6.99,3.55"
"24.17000000,""6"",6.61,3.63"
"21.51000000,""12"",6.99,3.58"
"24.25000000,""6"",6.61,3.62"
"22.05000000,""9"",6.99,3.57"
"23.55000000,""6"",6.61,3.43"
"21.59000000,""12"",6.99,3.38"
"23.87000000,""3"",6.61,3.42"
"21.75000000,""12"",6.99,3.37"
"23.63000000,""11"",6.61,3.45"
"21.45000000,""12"",6.99,3.40"
"23.39000000,""14"",6.61,3.44"
"21.53000000,""12"",6.99,3.39"
"25.27000000,""3"",6.61,3.40"
"22.05000000,""11"",6.99,3.34"
"24.97000000,""3"",6.61,3.39"
"21.77000000,""12"",6.99,3.33"
"24.43000000,""3"",6.61,3.42"
"22.03000000,""12"",6.99,3.36"
"25.03000000,""6"",6.61,3.41"
"22.19000000,""12"",6.99,3.35"
"24.93000000,""3"",6.61,3.51"
"21.23000000,""12"",6.99,3.45"
"24.85000000,""6"",6.61,3.50"
"21.43000000,""12"",6.99,3.44"
"24.49000000,""6"",6.61,3.52"
"21.33000000,""14"",6.99,3.47"
"24.71000000,""3"",6.61,3.51"
"21.11000000,""12"",6.99,3.46"
"nan,""14"",6.61,3.47"
"21.39000000,""11"",6.99,3.42"
"23.95000000,""11"",6.61,3.46"
"21.55000000,""12"",6.99,3.41"
"24.81000000,""6"",6.61,3.49"
"21.23000000,""11"",6.99,3.43"
"nan,""17"",6.61,3.48"
"21.29000000,""12"",6.99,3.42"
"25.43000000,""3"",6.61,3.29"
"23.13000000,""9"",6.99,3.24"
"25.31000000,""3"",6.61,3.28"
"23.35000000,""6"",6.99,3.23"
"25.25000000,""3"",6.61,3.31"
"23.07000000,""14"",6.99,3.25"
"25.61000000,""3"",6.61,3.30"
"23.13000000,""14"",6.99,3.24"
"25.05000000,""3"",6.61,3.25"
"22.59000000,""12"",6.99,3.20"
"24.37000000,""3"",6.61,3.24"
"22.13000000,""12"",6.99,3.19"
"25.17000000,""3"",6.61,3.27"
"22.83000000,""14"",6.99,3.22"
"25.07000000,""3"",6.61,3.26"
"22.69000000,""12"",6.99,3.21"
"25.51000000,""8"",6.61,3.36"
"21.61000000,""12"",6.99,3.31"
"25.59000000,""3"",6.61,3.35"
"21.63000000,""12"",6.99,3.30"
"25.21000000,""3"",6.61,3.38"
"21.61000000,""9"",6.99,3.33"
"25.39000000,""8"",6.61,3.37"
"21.63000000,""11"",6.99,3.32"
"25.15000000,""3"",6.61,3.33"
"22.31000000,""12"",6.99,3.27"
"25.15000000,""3"",6.61,3.32"
"22.75000000,""12"",6.99,3.26"
"25.55000000,""3"",6.61,3.34"
"21.85000000,""13"",6.99,3.29"
"25.45000000,""8"",6.61,3.33"
"22.11000000,""12"",6.99,3.28"
"21.93000000,""12"",6.61,3.15"
"22.51000000,""12"",6.99,3.09"
"21.77000000,""14"",6.61,3.14"
"22.67000000,""14"",6.99,3.08"
"22.39000000,""9"",6.61,3.16"
"22.19000000,""12"",6.99,3.11"
"22.23000000,""9"",6.61,3.15"
"22.33000000,""12"",6.99,3.10"
"21.75000000,""12"",6.61,3.11"
"23.65000000,""6"",6.99,3.06"
"22.35000000,""12"",6.61,3.10"
"24.07000000,""9"",6.99,3.05"
"21.81000000,""12"",6.61,3.13"
"23.19000000,""14"",6.99,3.07"
"21.77000000,""11"",6.61,3.12"
"23.35000000,""13"",6.99,3.06"
"24.27000000,""3"",6.61,3.22"
"22.31000000,""12"",6.99,3.16"
"24.29000000,""6"",6.61,3.21"
"22.33000000,""12"",6.99,3.15"
"24.11000000,""6"",6.61,3.24"
"22.01000000,""12"",6.99,3.18"
"24.05000000,""6"",6.61,3.23"
"22.17000000,""14"",6.99,3.17"
"22.41000000,""9"",6.61,3.18"
"22.07000000,""12"",6.99,3.13"
"22.45000000,""9"",6.61,3.17"
"22.15000000,""12"",6.99,3.12"
"23.75000000,""6"",6.61,3.20"
"22.21000000,""12"",6.99,3.15"
"22.81000000,""11"",6.61,3.19"
"22.07000000,""12"",6.99,3.14"
"21.95000000,""14"",6.61,3.00"
"23.33000000,""13"",6.99,2.95"
"21.89000000,""14"",6.61,2.99"
"23.03000000,""12"",6.99,2.94"
"21.95000000,""12"",6.61,3.02"
"23.21000000,""12"",6.99,2.97"
"22.21000000,""14"",6.61,3.01"
"22.91000000,""13"",6.99,2.96"
"22.67000000,""14"",6.61,2.97"
"22.25000000,""12"",6.99,2.91"
"23.01000000,""14"",6.61,2.96"
"22.29000000,""14"",6.99,2.90"
"22.35000000,""12"",6.61,2.98"
"22.69000000,""12"",6.99,2.93"
"22.41000000,""14"",6.61,2.97"
"22.29000000,""9"",6.99,2.92"
"23.25000000,""9"",6.61,3.07"
"24.29000000,""12"",6.99,3.02"
"22.91000000,""9"",6.61,3.06"
"23.81000000,""13"",6.99,3.01"
"23.01000000,""9"",6.61,3.09"
"24.23000000,""9"",6.99,3.04"
"23.17000000,""9"",6.61,3.08"
"24.39000000,""14"",6.99,3.03"
"22.27000000,""14"",6.61,3.04"
"23.31000000,""14"",6.99,2.98"
"22.11000000,""12"",6.61,3.03"
"23.41000000,""13"",6.99,2.97"
"22.63000000,""9"",6.61,3.06"
"23.79000000,""12"",6.99,3.00"
"22.35000000,""9"",6.61,3.05"
"23.55000000,""13"",6.99,2.99"
"22.63000000,""11"",6.61,2.93"
"22.51000000,""11"",6.61,2.92"
"23.07000000,""14"",6.61,2.95"
"22.73000000,""13"",6.99,2.89"
"22.69000000,""11"",6.61,2.94"
"22.57000000,""12"",6.61,2.89"
"22.41000000,""12"",6.61,2.91"
"22.55000000,""11"",6.61,2.90"
"23.39000000,""11"",6.62,3.70"
"22.07000000,""11"",7.00,3.65"
"23.11000000,""11"",6.62,3.69"
"21.51000000,""11"",7.00,3.64"
"nan,""17"",6.62,3.72"
"22.95000000,""6"",7.00,3.67"
"nan,""17"",6.62,3.71"
"22.27000000,""9"",7.00,3.66"
"23.13000000,""9"",6.62,3.67"
"21.83000000,""11"",7.00,3.61"
"23.77000000,""9"",6.62,3.66"
"21.69000000,""11"",7.00,3.60"
"22.91000000,""9"",6.62,3.69"
"21.65000000,""11"",7.00,3.63"
"22.93000000,""9"",6.62,3.68"
"21.77000000,""11"",7.00,3.62"
"21.73000000,""11"",7.00,3.72"
"22.11000000,""11"",7.00,3.71"
"22.03000000,""11"",7.00,3.73"
"22.77000000,""6"",7.00,3.69"
"nan,""17"",6.62,3.73"
"23.15000000,""11"",7.00,3.68"
"22.39000000,""11"",7.00,3.70"
"22.65000000,""9"",7.00,3.69"
"24.47000000,""6"",6.62,3.56"
"21.31000000,""12"",7.00,3.51"
"24.19000000,""6"",6.62,3.55"
"21.15000000,""12"",7.00,3.50"
"24.41000000,""6"",6.62,3.58"
"21.37000000,""12"",7.00,3.52"
"24.55000000,""6"",6.62,3.57"
"21.33000000,""12"",7.00,3.51"
"24.47000000,""3"",6.62,3.52"
"20.97000000,""12"",7.00,3.47"
"24.65000000,""6"",6.62,3.51"
"21.07000000,""12"",7.00,3.46"
"24.17000000,""6"",6.62,3.54"
"20.77000000,""12"",7.00,3.49"
"24.13000000,""6"",6.62,3.53"
"20.83000000,""9"",7.00,3.48"
"23.95000000,""9"",6.62,3.63"
"21.33000000,""9"",7.00,3.58"
"23.95000000,""9"",6.62,3.62"
"21.85000000,""9"",7.00,3.57"
"23.99000000,""9"",6.62,3.65"
"21.23000000,""11"",7.00,3.60"
"24.15000000,""9"",6.62,3.64"
"21.31000000,""12"",7.00,3.59"
"24.49000000,""6"",6.62,3.60"
"21.63000000,""12"",7.00,3.54"
"24.41000000,""6"",6.62,3.59"
"21.63000000,""12"",7.00,3.53"
"24.43000000,""6"",6.62,3.61"
"21.81000000,""12"",7.00,3.56"
"24.59000000,""6"",6.62,3.60"
"21.63000000,""12"",7.00,3.55"
"22.49000000,""9"",6.59,2.89"
"21.85000000,""12"",7.00,3.36"
"21.99000000,""12"",7.00,3.35"
"22.47000000,""11"",6.59,2.91"
"21.65000000,""12"",7.00,3.38"
"22.43000000,""11"",6.59,2.90"
"21.73000000,""12"",7.00,3.37"
"21.61000000,""12"",7.00,3.33"
"21.53000000,""13"",7.00,3.32"
"22.01000000,""11"",7.00,3.34"
"21.71000000,""9"",7.00,3.33"
"22.51000000,""9"",6.59,2.97"
"21.17000000,""11"",7.00,3.43"
"22.97000000,""9"",6.59,2.96"
"21.31000000,""12"",7.00,3.42"
"22.07000000,""9"",6.59,2.98"
"21.21000000,""12"",7.00,3.45"
"22.45000000,""14"",6.59,2.97"
"21.25000000,""12"",7.00,3.44"
"23.17000000,""11"",6.59,2.93"
"21.47000000,""12"",7.00,3.40"
"22.75000000,""11"",6.59,2.92"
"21.57000000,""12"",7.00,3.39"
"23.25000000,""9"",6.59,2.95"
"21.35000000,""12"",7.00,3.42"
"23.47000000,""6"",6.59,2.94"
"21.37000000,""12"",7.00,3.41"
"22.79000000,""6"",6.99,3.69"
"nan,""17"",6.60,3.73"
"23.47000000,""12"",6.99,3.68"
"21.95000000,""12"",6.99,3.70"
"22.17000000,""11"",6.99,3.69"
"nan,""17"",6.60,3.70"
"21.69000000,""12"",6.99,3.65"
"nan,""17"",6.60,3.69"
"21.65000000,""12"",6.99,3.64"
"nan,""17"",6.60,3.72"
"22.91000000,""9"",6.99,3.67"
"nan,""17"",6.60,3.71"
"22.63000000,""12"",6.99,3.66"
"21.77000000,""11"",6.99,3.72"
"21.89000000,""11"",6.99,3.71"
"21.73000000,""11"",6.99,3.73"
"23.93000000,""6"",6.60,3.60"
"21.49000000,""9"",6.99,3.54"
"24.05000000,""6"",6.60,3.59"
"21.51000000,""12"",6.99,3.53"
"24.27000000,""6"",6.60,3.61"
"21.71000000,""12"",6.99,3.56"
"24.09000000,""6"",6.60,3.60"
"21.71000000,""12"",6.99,3.55"
"24.07000000,""6"",6.60,3.56"
"21.17000000,""12"",6.99,3.51"
"23.97000000,""9"",6.60,3.55"
"21.03000000,""12"",6.99,3.50"
"24.11000000,""6"",6.60,3.58"
"21.49000000,""12"",6.99,3.52"
"24.17000000,""6"",6.60,3.57"
"21.39000000,""12"",6.99,3.51"
"23.71000000,""9"",6.60,3.67"
"21.43000000,""12"",6.99,3.61"
"24.03000000,""6"",6.60,3.66"
"21.45000000,""11"",6.99,3.60"
"nan,""14"",6.60,3.69"
"21.79000000,""11"",6.99,3.63"
"23.25000000,""14"",6.60,3.68"
"21.75000000,""12"",6.99,3.62"
"24.43000000,""6"",6.60,3.63"
"21.63000000,""12"",6.99,3.58"
"24.31000000,""6"",6.60,3.62"
"21.67000000,""12"",6.99,3.57"
"23.87000000,""6"",6.60,3.65"
"21.51000000,""12"",6.99,3.60"
"24.01000000,""9"",6.60,3.64"
"21.61000000,""12"",6.99,3.59"
"24.07000000,""11"",6.60,3.45"
"21.33000000,""11"",6.99,3.40"
"23.89000000,""11"",6.60,3.44"
"21.35000000,""11"",6.99,3.39"
"nan,""17"",6.60,3.47"
"21.51000000,""11"",6.99,3.42"
"23.95000000,""11"",6.60,3.46"
"21.59000000,""11"",6.99,3.41"
"23.95000000,""6"",6.60,3.42"
"21.89000000,""12"",6.99,3.36"
"24.43000000,""6"",6.60,3.41"
"22.11000000,""12"",6.99,3.35"
"23.47000000,""11"",6.60,3.43"
"21.39000000,""12"",6.99,3.38"
"23.63000000,""6"",6.60,3.42"
"21.69000000,""12"",6.99,3.37"
"24.57000000,""6"",6.60,3.52"
"21.05000000,""14"",6.99,3.47"
"24.69000000,""6"",6.60,3.51"
"21.17000000,""12"",6.99,3.46"
"24.25000000,""6"",6.60,3.54"
"20.79000000,""12"",6.99,3.49"
"24.35000000,""6"",6.60,3.53"
"20.89000000,""12"",6.99,3.48"
"24.95000000,""14"",6.60,3.49"
"21.11000000,""12"",6.99,3.43"
"nan,""17"",6.60,3.48"
"21.21000000,""11"",6.99,3.42"
"24.81000000,""3"",6.60,3.51"
"21.37000000,""11"",6.99,3.45"
"24.89000000,""6"",6.60,3.50"
"21.47000000,""12"",6.99,3.44"
"24.51000000,""3"",6.60,3.31"
"23.21000000,""14"",6.99,3.25"
"25.05000000,""3"",6.60,3.30"
"23.45000000,""14"",6.99,3.24"
"24.63000000,""14"",6.60,3.33"
"22.23000000,""9"",6.99,3.27"
"24.23000000,""6"",6.60,3.32"
"22.77000000,""12"",6.99,3.26"
"24.95000000,""3"",6.60,3.27"
"22.79000000,""14"",6.99,3.22"
"24.83000000,""3"",6.60,3.26"
"22.57000000,""12"",6.99,3.21"
"25.19000000,""3"",6.60,3.29"
"23.51000000,""9"",6.99,3.24"
"25.13000000,""3"",6.60,3.28"
"23.33000000,""9"",6.99,3.23"
"25.09000000,""8"",6.60,3.38"
"21.59000000,""11"",6.99,3.33"
"25.19000000,""8"",6.60,3.37"
"21.61000000,""11"",6.99,3.32"
"24.67000000,""3"",6.60,3.40"
"22.03000000,""11"",6.99,3.34"
"25.05000000,""3"",6.60,3.39"
"21.83000000,""11"",6.99,3.33"
"25.31000000,""3"",6.60,3.34"
"21.83000000,""9"",6.99,3.29"
"24.99000000,""8"",6.60,3.33"
"22.03000000,""9"",6.99,3.28"
"25.43000000,""3"",6.60,3.36"
"21.61000000,""9"",6.99,3.31"
"25.47000000,""3"",6.60,3.35"
"21.73000000,""9"",6.99,3.30"
"22.19000000,""9"",6.60,3.16"
"22.29000000,""14"",6.99,3.11"
"22.01000000,""12"",6.60,3.15"
"22.23000000,""13"",6.99,3.10"
"22.45000000,""11"",6.60,3.18"
"22.13000000,""12"",6.99,3.13"
"22.33000000,""9"",6.60,3.17"
"22.27000000,""12"",6.99,3.12"
"21.85000000,""11"",6.60,3.13"
"23.71000000,""14"",6.99,3.07"
"21.81000000,""11"",6.60,3.12"
"23.77000000,""9"",6.99,3.06"
"21.73000000,""9"",6.60,3.15"
"22.67000000,""12"",6.99,3.09"
"21.71000000,""12"",6.60,3.14"
"22.99000000,""14"",6.99,3.08"
"24.69000000,""3"",6.60,3.24"
"22.13000000,""12"",6.99,3.18"
"24.03000000,""6"",6.60,3.23"
"22.07000000,""12"",6.99,3.17"
"24.77000000,""3"",6.60,3.25"
"22.45000000,""12"",6.99,3.20"
"24.61000000,""3"",6.60,3.24"
"22.21000000,""12"",6.99,3.19"
"23.77000000,""6"",6.60,3.20"
"22.25000000,""12"",6.99,3.15"
"23.15000000,""6"",6.60,3.19"
"22.03000000,""12"",6.99,3.14"
"23.89000000,""6"",6.60,3.22"
"22.31000000,""12"",6.99,3.16"
"23.89000000,""6"",6.60,3.21"
"22.33000000,""12"",6.99,3.15"
"22.41000000,""14"",6.60,3.02"
"23.21000000,""12"",6.99,2.97"
"22.31000000,""14"",6.60,3.01"
"23.27000000,""13"",6.99,2.96"
"22.31000000,""14"",6.60,3.04"
"23.03000000,""12"",6.99,2.98"
"22.39000000,""14"",6.60,3.03"
"23.03000000,""13"",6.99,2.97"
"22.21000000,""12"",6.60,2.98"
"22.93000000,""11"",6.99,2.93"
"22.49000000,""14"",6.60,2.97"
"22.55000000,""9"",6.99,2.92"
"22.27000000,""14"",6.60,3.00"
"23.23000000,""12"",6.99,2.95"
"22.15000000,""14"",6.60,2.99"
"23.09000000,""12"",6.99,2.94"
"23.03000000,""9"",6.60,3.09"
"23.99000000,""12"",6.99,3.04"
"23.11000000,""9"",6.60,3.08"
"24.11000000,""14"",6.99,3.03"
"21.87000000,""12"",6.60,3.11"
"23.81000000,""14"",6.99,3.06"
"22.45000000,""9"",6.60,3.10"
"23.89000000,""12"",6.99,3.05"
"23.05000000,""9"",6.60,3.06"
"23.77000000,""14"",6.99,3.00"
"22.59000000,""9"",6.60,3.05"
"23.37000000,""13"",6.99,2.99"
"23.47000000,""6"",6.60,3.07"
"24.15000000,""14"",6.99,3.02"
"23.35000000,""9"",6.60,3.06"
"23.85000000,""13"",6.99,3.01"
"22.49000000,""12"",6.60,2.89"
"23.51000000,""9"",6.60,2.95"
"22.83000000,""13"",6.99,2.89"
"23.45000000,""6"",6.60,2.94"
"22.69000000,""14"",6.60,2.97"
"22.45000000,""12"",6.99,2.91"
"23.33000000,""9"",6.60,2.96"
"22.45000000,""12"",6.99,2.90"
"22.45000000,""11"",6.60,2.91"
"22.49000000,""9"",6.60,2.90"
"23.01000000,""11"",6.60,2.93"
"22.73000000,""11"",6.60,2.92"
"23.75000000,""17"",6.48,3.11"
"23.95000000,""17"",6.48,3.10"
"23.85000000,""6"",6.48,3.13"
"23.75000000,""9"",6.48,3.12"
"23.11000000,""6"",6.48,3.07"
"23.19000000,""6"",6.48,3.06"
"23.51000000,""9"",6.48,3.09"
"23.21000000,""9"",6.48,3.08"
"24.85000000,""6"",6.48,3.18"
"24.77000000,""3"",6.48,3.17"
"24.31000000,""6"",6.48,3.20"
"24.51000000,""3"",6.48,3.19"
"24.07000000,""6"",6.48,3.15"
"24.03000000,""9"",6.48,3.14"
"24.67000000,""3"",6.48,3.16"
"24.15000000,""6"",6.48,3.15"
"23.65000000,""9"",6.48,2.97"
"22.19000000,""9"",6.87,2.91"
"23.23000000,""6"",6.48,2.96"
"21.69000000,""9"",6.87,2.90"
"23.79000000,""6"",6.48,2.98"
"22.23000000,""14"",6.87,2.93"
"23.69000000,""9"",6.48,2.97"
"22.37000000,""14"",6.87,2.92"
"22.77000000,""9"",6.48,2.93"
"22.89000000,""9"",6.48,2.92"
"22.55000000,""9"",6.48,2.95"
"22.01000000,""12"",6.87,2.89"
"22.57000000,""9"",6.48,2.94"
"23.53000000,""6"",6.48,3.04"
"22.67000000,""12"",6.87,2.98"
"23.65000000,""3"",6.48,3.03"
"22.43000000,""12"",6.87,2.97"
"23.57000000,""6"",6.48,3.06"
"23.11000000,""9"",6.87,3.00"
"23.51000000,""6"",6.48,3.05"
"22.93000000,""12"",6.87,2.99"
"23.51000000,""6"",6.48,3.00"
"22.29000000,""14"",6.87,2.95"
"23.73000000,""6"",6.48,2.99"
"22.27000000,""12"",6.87,2.94"
"23.59000000,""6"",6.48,3.02"
"22.29000000,""12"",6.87,2.97"
"23.59000000,""6"",6.48,3.01"
"22.15000000,""14"",6.87,2.96"
"23.57000000,""17"",6.48,2.89"
"22.91000000,""9"",6.48,2.91"
"23.09000000,""9"",6.48,2.90"
"21.91000000,""11"",6.88,3.72"
"22.15000000,""6"",6.88,3.71"
"21.57000000,""12"",6.88,3.73"
"22.67000000,""11"",6.49,3.67"
"22.21000000,""12"",6.88,3.61"
"22.77000000,""11"",6.49,3.66"
"22.21000000,""12"",6.88,3.60"
"22.79000000,""11"",6.49,3.69"
"22.09000000,""12"",6.88,3.63"
"22.73000000,""9"",6.49,3.68"
"22.19000000,""11"",6.88,3.62"
"23.15000000,""11"",6.49,3.63"
"23.11000000,""9"",6.88,3.58"
"23.07000000,""9"",6.49,3.62"
"22.91000000,""14"",6.88,3.57"
"23.01000000,""11"",6.49,3.65"
"22.93000000,""9"",6.88,3.60"
"23.17000000,""11"",6.49,3.64"
"23.11000000,""12"",6.88,3.59"
"21.93000000,""12"",6.88,3.69"
"22.79000000,""11"",6.49,3.73"
"22.09000000,""12"",6.88,3.68"
"23.03000000,""6"",6.88,3.70"
"22.57000000,""9"",6.88,3.69"
"22.95000000,""11"",6.49,3.70"
"22.43000000,""11"",6.88,3.65"
"22.75000000,""11"",6.49,3.69"
"22.09000000,""9"",6.88,3.64"
"23.09000000,""17"",6.49,3.72"
"22.09000000,""11"",6.88,3.67"
"23.11000000,""11"",6.49,3.71"
"22.57000000,""9"",6.88,3.66"
"nan,""17"",6.49,3.52"
"21.85000000,""12"",6.88,3.47"
"nan,""17"",6.49,3.51"
"21.85000000,""12"",6.88,3.46"
"nan,""17"",6.49,3.54"
"21.67000000,""12"",6.88,3.49"
"nan,""17"",6.49,3.53"
"21.71000000,""11"",6.88,3.48"
"nan,""17"",6.49,3.49"
"22.61000000,""9"",6.88,3.43"
"nan,""17"",6.49,3.48"
"22.77000000,""9"",6.88,3.42"
"nan,""17"",6.49,3.51"
"21.89000000,""12"",6.88,3.45"
"nan,""17"",6.49,3.50"
"22.47000000,""9"",6.88,3.44"
"23.99000000,""6"",6.49,3.60"
"22.11000000,""12"",6.88,3.54"
"24.07000000,""6"",6.49,3.59"
"21.57000000,""12"",6.88,3.53"
"23.13000000,""6"",6.49,3.61"
"22.75000000,""12"",6.88,3.56"
"23.65000000,""6"",6.49,3.60"
"22.37000000,""12"",6.88,3.55"
"nan,""17"",6.49,3.56"
"21.91000000,""12"",6.88,3.51"
"nan,""17"",6.49,3.55"
"21.73000000,""12"",6.88,3.50"
"24.23000000,""17"",6.49,3.58"
"21.57000000,""12"",6.88,3.52"
"nan,""17"",6.49,3.57"
"22.07000000,""12"",6.88,3.51"
"24.63000000,""3"",6.49,3.38"
"22.25000000,""9"",6.88,3.33"
"25.33000000,""6"",6.49,3.37"
"22.45000000,""9"",6.88,3.32"
"nan,""17"",6.49,3.40"
"21.93000000,""9"",6.88,3.34"
"24.39000000,""3"",6.49,3.39"
"21.89000000,""9"",6.88,3.33"
"25.19000000,""3"",6.49,3.34"
"22.59000000,""11"",6.88,3.29"
"25.29000000,""3"",6.49,3.33"
"22.47000000,""13"",6.88,3.28"
"25.27000000,""3"",6.49,3.36"
"22.59000000,""9"",6.88,3.31"
"25.23000000,""3"",6.49,3.35"
"22.61000000,""9"",6.88,3.30"
"nan,""17"",6.49,3.45"
"21.95000000,""9"",6.88,3.40"
"nan,""17"",6.49,3.44"
"21.97000000,""12"",6.88,3.39"
"nan,""17"",6.49,3.47"
"22.31000000,""9"",6.88,3.42"
"nan,""17"",6.49,3.46"
"22.19000000,""12"",6.88,3.41"
"nan,""17"",6.49,3.42"
"21.93000000,""11"",6.88,3.36"
"nan,""17"",6.49,3.41"
"21.97000000,""9"",6.88,3.35"
"nan,""17"",6.49,3.43"
"21.71000000,""11"",6.88,3.38"
"nan,""17"",6.49,3.42"
"21.81000000,""9"",6.88,3.37"
"22.93000000,""11"",6.49,3.24"
"24.25000000,""9"",6.88,3.18"
"23.03000000,""9"",6.49,3.23"
"24.11000000,""9"",6.88,3.17"
"23.57000000,""6"",6.49,3.25"
"24.29000000,""9"",6.88,3.20"
"23.15000000,""11"",6.49,3.24"
"24.31000000,""9"",6.88,3.19"
"24.17000000,""3"",6.49,3.20"
"23.67000000,""12"",6.88,3.15"
"24.33000000,""3"",6.49,3.19"
"23.39000000,""9"",6.88,3.14"
"23.41000000,""9"",6.49,3.22"
"23.95000000,""14"",6.88,3.16"
"23.97000000,""6"",6.49,3.21"
"23.87000000,""14"",6.88,3.15"
"25.25000000,""6"",6.49,3.31"
"23.23000000,""9"",6.88,3.25"
"25.03000000,""3"",6.49,3.30"
"23.53000000,""13"",6.88,3.24"
"25.29000000,""3"",6.49,3.33"
"22.67000000,""12"",6.88,3.27"
"25.29000000,""6"",6.49,3.32"
"22.83000000,""13"",6.88,3.26"
"23.63000000,""11"",6.49,3.27"
"23.77000000,""14"",6.88,3.22"
"23.55000000,""11"",6.49,3.26"
"24.09000000,""9"",6.88,3.21"
"24.65000000,""8"",6.49,3.29"
"23.45000000,""14"",6.88,3.24"
"24.07000000,""11"",6.49,3.28"
"23.49000000,""9"",6.88,3.23"
"23.39000000,""6"",6.49,3.09"
"22.85000000,""14"",6.88,3.04"
"23.35000000,""6"",6.49,3.08"
"23.13000000,""9"",6.88,3.03"
"23.85000000,""14"",6.49,3.11"
"22.23000000,""12"",6.88,3.06"
"23.85000000,""17"",6.49,3.10"
"22.55000000,""12"",6.88,3.05"
"23.81000000,""6"",6.49,3.06"
"23.49000000,""6"",6.88,3.00"
"23.83000000,""6"",6.49,3.05"
"23.25000000,""9"",6.88,2.99"
"23.51000000,""6"",6.49,3.07"
"23.31000000,""9"",6.88,3.02"
"23.65000000,""6"",6.49,3.06"
"23.43000000,""6"",6.88,3.01"
"24.47000000,""6"",6.49,3.16"
"22.77000000,""14"",6.88,3.11"
"24.13000000,""6"",6.49,3.15"
"22.69000000,""14"",6.88,3.10"
"24.53000000,""3"",6.49,3.18"
"23.31000000,""9"",6.88,3.13"
"24.57000000,""6"",6.49,3.17"
"23.07000000,""14"",6.88,3.12"
"23.87000000,""6"",6.49,3.13"
"21.99000000,""9"",6.88,3.07"
"23.85000000,""6"",6.49,3.12"
"21.87000000,""12"",6.88,3.06"
"24.05000000,""6"",6.49,3.15"
"22.61000000,""12"",6.88,3.09"
"23.95000000,""9"",6.49,3.14"
"22.17000000,""9"",6.88,3.08"
"22.85000000,""9"",6.49,2.95"
"22.15000000,""12"",6.88,2.89"
"22.59000000,""9"",6.49,2.94"
"23.67000000,""9"",6.49,2.97"
"22.59000000,""9"",6.88,2.91"
"23.45000000,""6"",6.49,2.96"
"21.77000000,""9"",6.88,2.90"
"22.81000000,""9"",6.49,2.91"
"22.97000000,""11"",6.49,2.90"
"22.65000000,""9"",6.49,2.93"
"22.63000000,""9"",6.49,2.92"
"23.81000000,""6"",6.49,3.02"
"22.67000000,""14"",6.88,2.97"
"23.81000000,""6"",6.49,3.01"
"22.45000000,""14"",6.88,2.96"
"23.79000000,""6"",6.49,3.04"
"22.95000000,""12"",6.88,2.98"
"23.79000000,""6"",6.49,3.03"
"22.79000000,""14"",6.88,2.97"
"23.63000000,""9"",6.49,2.98"
"22.75000000,""14"",6.88,2.93"
"23.47000000,""9"",6.49,2.97"
"22.79000000,""14"",6.88,2.92"
"23.67000000,""9"",6.49,3.00"
"22.39000000,""14"",6.88,2.95"
"23.63000000,""6"",6.49,2.99"
"22.39000000,""14"",6.88,2.94"
"23.05000000,""11"",6.49,2.89"
"23.51000000,""3"",6.47,3.70"
"23.15000000,""6"",6.47,3.69"
"23.37000000,""6"",6.47,3.72"
"23.59000000,""8"",6.47,3.71"
"23.59000000,""9"",6.47,3.67"
"23.63000000,""3"",6.47,3.66"
"23.21000000,""11"",6.47,3.69"
"23.33000000,""9"",6.47,3.68"
"23.41000000,""6"",6.47,3.73"
"24.09000000,""6"",6.47,3.56"
"22.23000000,""9"",6.86,3.51"
"nan,""17"",6.47,3.55"
"22.13000000,""12"",6.86,3.50"
"24.25000000,""3"",6.47,3.58"
"21.95000000,""14"",6.86,3.52"
"24.23000000,""3"",6.47,3.57"
"22.03000000,""9"",6.86,3.51"
"nan,""17"",6.47,3.52"
"22.01000000,""11"",6.86,3.47"
"nan,""17"",6.47,3.51"
"22.25000000,""9"",6.86,3.46"
"nan,""17"",6.47,3.54"
"21.61000000,""11"",6.86,3.49"
"nan,""17"",6.47,3.53"
"21.83000000,""9"",6.86,3.48"
"23.51000000,""3"",6.47,3.63"
"22.19000000,""12"",6.86,3.58"
