VALUE,LCZ1,latitude,longitude
"22.61000000,""9"",6.86,3.01"
"23.25000000,""6"",6.47,3.02"
"22.19000000,""12"",6.86,2.97"
"23.27000000,""9"",6.47,3.01"
"22.05000000,""12"",6.86,2.96"
"23.29000000,""6"",6.47,3.04"
"22.57000000,""12"",6.86,2.98"
"23.43000000,""6"",6.47,3.03"
"22.35000000,""12"",6.86,2.97"
"23.31000000,""11"",6.47,2.91"
"23.33000000,""11"",6.47,2.90"
"23.01000000,""9"",6.47,2.93"
"23.41000000,""9"",6.47,2.92"
"23.49000000,""14"",6.47,2.89"
"21.95000000,""9"",6.87,3.73"
"22.91000000,""11"",6.48,3.69"
"22.89000000,""6"",6.87,3.63"
"22.81000000,""11"",6.48,3.68"
"22.59000000,""9"",6.87,3.62"
"23.31000000,""6"",6.48,3.70"
"22.71000000,""9"",6.87,3.65"
"22.91000000,""6"",6.48,3.69"
"23.11000000,""6"",6.87,3.64"
"23.41000000,""6"",6.48,3.65"
"22.75000000,""12"",6.87,3.60"
"23.35000000,""14"",6.48,3.64"
"22.93000000,""9"",6.87,3.59"
"22.87000000,""9"",6.48,3.67"
"22.51000000,""12"",6.87,3.61"
"23.05000000,""6"",6.48,3.66"
"22.45000000,""9"",6.87,3.60"
"22.93000000,""6"",6.87,3.70"
"22.53000000,""9"",6.87,3.69"
"22.41000000,""11"",6.87,3.72"
"22.71000000,""3"",6.87,3.71"
"23.09000000,""6"",6.48,3.72"
"22.53000000,""9"",6.87,3.67"
"23.25000000,""9"",6.48,3.71"
"22.83000000,""9"",6.87,3.66"
"22.17000000,""12"",6.87,3.69"
"23.37000000,""6"",6.48,3.73"
"22.35000000,""9"",6.87,3.68"
"nan,""17"",6.48,3.54"
"21.69000000,""11"",6.87,3.49"
"nan,""17"",6.48,3.53"
"21.79000000,""12"",6.87,3.48"
"nan,""17"",6.48,3.56"
"22.07000000,""9"",6.87,3.51"
"nan,""17"",6.48,3.55"
"21.91000000,""12"",6.87,3.50"
"nan,""17"",6.48,3.51"
"22.31000000,""6"",6.87,3.45"
"nan,""17"",6.48,3.50"
"22.67000000,""9"",6.87,3.44"
"nan,""17"",6.48,3.52"
"21.95000000,""12"",6.87,3.47"
"nan,""17"",6.48,3.51"
"22.21000000,""9"",6.87,3.46"
"23.75000000,""6"",6.48,3.61"
"22.85000000,""6"",6.87,3.56"
"23.91000000,""6"",6.48,3.60"
"22.53000000,""9"",6.87,3.55"
"23.33000000,""14"",6.48,3.63"
"23.17000000,""9"",6.87,3.58"
"23.57000000,""6"",6.48,3.62"
"22.97000000,""9"",6.87,3.57"
"24.23000000,""6"",6.48,3.58"
"21.69000000,""12"",6.87,3.52"
"24.17000000,""17"",6.48,3.57"
"21.79000000,""9"",6.87,3.51"
"24.07000000,""6"",6.48,3.60"
"22.19000000,""12"",6.87,3.54"
"24.21000000,""6"",6.48,3.59"
"21.79000000,""12"",6.87,3.53"
"nan,""17"",6.48,3.40"
"22.01000000,""12"",6.87,3.34"
"nan,""3"",6.48,3.39"
"22.01000000,""12"",6.87,3.33"
"nan,""17"",6.48,3.42"
"21.65000000,""11"",6.87,3.36"
"nan,""17"",6.48,3.41"
"21.99000000,""11"",6.87,3.35"
"25.05000000,""8"",6.48,3.36"
"22.45000000,""9"",6.87,3.31"
"25.09000000,""8"",6.48,3.35"
"22.49000000,""13"",6.87,3.30"
"24.49000000,""3"",6.48,3.38"
"22.27000000,""12"",6.87,3.33"
"25.11000000,""3"",6.48,3.37"
"22.35000000,""13"",6.87,3.32"
"nan,""17"",6.48,3.47"
"22.35000000,""9"",6.87,3.42"
"nan,""17"",6.48,3.46"
"22.23000000,""9"",6.87,3.41"
"nan,""14"",6.48,3.49"
"23.01000000,""6"",6.87,3.43"
"nan,""17"",6.48,3.48"
"23.23000000,""9"",6.87,3.42"
"nan,""17"",6.48,3.43"
"21.99000000,""12"",6.87,3.38"
"nan,""17"",6.48,3.42"
"21.71000000,""12"",6.87,3.37"
"nan,""17"",6.48,3.45"
"22.19000000,""9"",6.87,3.40"
"nan,""17"",6.48,3.44"
"22.11000000,""12"",6.87,3.39"
"23.77000000,""11"",6.48,3.25"
"24.35000000,""9"",6.87,3.20"
"23.59000000,""9"",6.48,3.24"
"24.41000000,""9"",6.87,3.19"
"24.47000000,""6"",6.48,3.27"
"23.99000000,""9"",6.87,3.22"
"24.09000000,""11"",6.48,3.26"
"24.29000000,""9"",6.87,3.21"
"23.59000000,""9"",6.48,3.22"
"24.05000000,""14"",6.87,3.16"
"24.07000000,""9"",6.48,3.21"
"23.77000000,""12"",6.87,3.15"
"23.47000000,""9"",6.48,3.24"
"24.33000000,""14"",6.87,3.18"
"23.51000000,""9"",6.48,3.23"
"24.25000000,""14"",6.87,3.17"
"25.31000000,""8"",6.48,3.33"
"22.63000000,""9"",6.87,3.27"
"25.45000000,""8"",6.48,3.32"
"22.87000000,""9"",6.87,3.26"
"25.25000000,""3"",6.48,3.34"
"22.51000000,""13"",6.87,3.29"
"25.29000000,""3"",6.48,3.33"
"22.39000000,""9"",6.87,3.28"
"25.55000000,""8"",6.48,3.29"
"23.41000000,""9"",6.87,3.24"
"25.15000000,""6"",6.48,3.28"
"23.63000000,""9"",6.87,3.23"
"25.57000000,""3"",6.48,3.31"
"23.45000000,""9"",6.87,3.25"
"25.77000000,""8"",6.48,3.30"
"23.69000000,""9"",6.87,3.24"
"21.97000000,""12"",6.87,3.06"
"22.07000000,""12"",6.87,3.05"
"22.07000000,""12"",6.87,3.07"
"21.93000000,""12"",6.87,3.06"
"22.77000000,""9"",6.87,3.02"
"22.99000000,""9"",6.87,3.01"
"22.35000000,""14"",6.87,3.04"
"22.59000000,""12"",6.87,3.03"
"23.09000000,""12"",6.87,3.13"
"22.85000000,""14"",6.87,3.12"
"23.51000000,""14"",6.87,3.15"
"23.37000000,""14"",6.87,3.14"
"22.43000000,""12"",6.87,3.09"
"22.15000000,""12"",6.87,3.08"
"22.67000000,""14"",6.87,3.11"
"22.65000000,""12"",6.87,3.10"
"23.65000000,""6"",6.46,3.72"
"22.01000000,""9"",6.85,3.67"
"24.11000000,""6"",6.46,3.71"
"22.85000000,""6"",6.85,3.66"
"21.85000000,""9"",6.85,3.69"
"23.55000000,""6"",6.46,3.73"
"21.85000000,""11"",6.85,3.68"
"23.61000000,""6"",6.46,3.69"
"24.25000000,""6"",6.85,3.63"
"23.53000000,""6"",6.46,3.68"
"23.67000000,""6"",6.85,3.62"
"24.03000000,""9"",6.46,3.70"
"23.89000000,""3"",6.85,3.65"
"23.73000000,""9"",6.46,3.69"
"24.53000000,""3"",6.85,3.64"
"21.57000000,""12"",6.85,3.73"
"21.81000000,""12"",6.85,3.70"
"21.87000000,""9"",6.85,3.69"
"21.65000000,""14"",6.85,3.72"
"21.71000000,""12"",6.85,3.71"
"24.13000000,""6"",6.46,3.58"
"22.71000000,""9"",6.85,3.52"
"24.21000000,""6"",6.46,3.57"
"22.55000000,""9"",6.85,3.51"
"23.75000000,""6"",6.46,3.60"
"22.35000000,""11"",6.85,3.54"
"23.97000000,""6"",6.46,3.59"
"22.61000000,""6"",6.85,3.53"
"23.93000000,""3"",6.46,3.54"
"22.45000000,""11"",6.85,3.49"
"nan,""6"",6.46,3.53"
"22.15000000,""9"",6.85,3.48"
"23.97000000,""8"",6.46,3.56"
"22.51000000,""9"",6.85,3.51"
"23.91000000,""6"",6.46,3.55"
"22.49000000,""9"",6.85,3.50"
"23.55000000,""6"",6.46,3.65"
"22.15000000,""12"",6.85,3.60"
"23.65000000,""6"",6.46,3.64"
"22.15000000,""12"",6.85,3.59"
"23.59000000,""6"",6.46,3.67"
"22.99000000,""6"",6.85,3.61"
"23.57000000,""6"",6.46,3.66"
"22.35000000,""11"",6.85,3.60"
"23.81000000,""6"",6.46,3.61"
"21.87000000,""11"",6.85,3.56"
"23.81000000,""9"",6.46,3.60"
"22.05000000,""11"",6.85,3.55"
"23.67000000,""6"",6.46,3.63"
"22.15000000,""12"",6.85,3.58"
"23.81000000,""6"",6.46,3.62"
"22.07000000,""12"",6.85,3.57"
"24.71000000,""8"",6.46,3.43"
"21.69000000,""11"",6.85,3.38"
"24.61000000,""8"",6.46,3.42"
"21.77000000,""11"",6.85,3.37"
"24.43000000,""8"",6.46,3.45"
"22.03000000,""12"",6.85,3.40"
"24.55000000,""8"",6.46,3.44"
"21.73000000,""9"",6.85,3.39"
"nan,""8"",6.46,3.40"
"21.99000000,""11"",6.85,3.34"
"24.31000000,""8"",6.46,3.39"
"22.09000000,""11"",6.85,3.33"
"24.41000000,""6"",6.46,3.42"
"21.69000000,""9"",6.85,3.36"
"nan,""17"",6.46,3.41"
"21.65000000,""12"",6.85,3.35"
"nan,""17"",6.46,3.51"
"22.61000000,""6"",6.85,3.45"
"nan,""17"",6.46,3.50"
"22.91000000,""6"",6.85,3.44"
"nan,""9"",6.46,3.52"
"22.03000000,""9"",6.85,3.47"
"24.13000000,""9"",6.46,3.51"
"22.11000000,""12"",6.85,3.46"
"nan,""17"",6.46,3.47"
"22.31000000,""9"",6.85,3.42"
"24.51000000,""8"",6.46,3.46"
"22.15000000,""12"",6.85,3.41"
"nan,""17"",6.46,3.49"
"23.29000000,""9"",6.85,3.43"
"nan,""17"",6.46,3.48"
"22.87000000,""9"",6.85,3.42"
"25.37000000,""3"",6.46,3.29"
"24.13000000,""14"",6.85,3.24"
"25.49000000,""3"",6.46,3.28"
"24.25000000,""9"",6.85,3.23"
"25.25000000,""3"",6.46,3.31"
"23.79000000,""9"",6.85,3.25"
"25.15000000,""8"",6.46,3.30"
"23.95000000,""9"",6.85,3.24"
"24.83000000,""8"",6.46,3.25"
"24.37000000,""9"",6.85,3.20"
"24.41000000,""9"",6.46,3.24"
"24.31000000,""6"",6.85,3.19"
"25.31000000,""3"",6.46,3.27"
"24.29000000,""9"",6.85,3.22"
"25.05000000,""6"",6.46,3.26"
"24.29000000,""6"",6.85,3.21"
"24.57000000,""8"",6.46,3.36"
"22.17000000,""12"",6.85,3.31"
"24.89000000,""3"",6.46,3.35"
"22.35000000,""13"",6.85,3.30"
"24.29000000,""17"",6.46,3.38"
"22.21000000,""12"",6.85,3.33"
"nan,""8"",6.46,3.37"
"22.15000000,""12"",6.85,3.32"
"25.13000000,""3"",6.46,3.33"
"22.97000000,""9"",6.85,3.27"
"25.25000000,""8"",6.46,3.32"
"23.15000000,""9"",6.85,3.26"
"24.79000000,""3"",6.46,3.34"
"22.59000000,""12"",6.85,3.29"
"24.91000000,""3"",6.46,3.33"
"22.77000000,""12"",6.85,3.28"
"23.81000000,""3"",6.46,3.15"
"21.99000000,""12"",6.85,3.09"
"23.77000000,""6"",6.46,3.14"
"21.99000000,""12"",6.85,3.08"
"24.81000000,""3"",6.46,3.16"
"22.17000000,""12"",6.85,3.11"
"24.57000000,""3"",6.46,3.15"
"22.13000000,""12"",6.85,3.10"
"23.43000000,""6"",6.46,3.11"
"21.79000000,""12"",6.85,3.06"
"23.27000000,""9"",6.46,3.10"
"21.65000000,""12"",6.85,3.05"
"23.77000000,""6"",6.46,3.13"
"21.95000000,""14"",6.85,3.07"
"23.49000000,""6"",6.46,3.12"
"21.87000000,""12"",6.85,3.06"
"24.51000000,""9"",6.46,3.22"
"23.29000000,""12"",6.85,3.16"
"24.69000000,""6"",6.46,3.21"
"22.79000000,""9"",6.85,3.15"
"24.19000000,""6"",6.46,3.24"
"23.93000000,""9"",6.85,3.18"
"24.05000000,""6"",6.46,3.23"
"23.55000000,""9"",6.85,3.17"
"24.95000000,""3"",6.46,3.18"
"23.05000000,""14"",6.85,3.13"
"24.99000000,""3"",6.46,3.17"
"22.45000000,""12"",6.85,3.12"
"24.81000000,""3"",6.46,3.20"
"22.69000000,""14"",6.85,3.15"
"24.85000000,""3"",6.46,3.19"
"22.57000000,""12"",6.85,3.14"
"23.55000000,""6"",6.46,3.00"
"22.25000000,""9"",6.85,2.95"
"23.39000000,""6"",6.46,2.99"
"22.29000000,""14"",6.85,2.94"
"23.31000000,""11"",6.46,3.02"
"22.33000000,""14"",6.85,2.97"
"23.45000000,""6"",6.46,3.01"
"22.43000000,""9"",6.85,2.96"
"23.57000000,""6"",6.46,2.97"
"22.01000000,""11"",6.85,2.91"
"23.93000000,""9"",6.46,2.96"
"21.91000000,""12"",6.85,2.90"
"23.57000000,""9"",6.46,2.98"
"22.09000000,""12"",6.85,2.93"
"23.63000000,""9"",6.46,2.97"
"22.07000000,""12"",6.85,2.92"
"23.63000000,""17"",6.46,3.07"
"21.85000000,""14"",6.85,3.02"
"23.57000000,""14"",6.46,3.06"
"22.15000000,""9"",6.85,3.01"
"23.55000000,""9"",6.46,3.09"
"21.47000000,""12"",6.85,3.04"
"23.17000000,""11"",6.46,3.08"
"21.57000000,""12"",6.85,3.03"
"23.17000000,""6"",6.46,3.04"
"22.45000000,""12"",6.85,2.98"
"23.33000000,""6"",6.46,3.03"
"22.39000000,""14"",6.85,2.97"
"23.59000000,""11"",6.46,3.06"
"22.17000000,""14"",6.85,3.00"
"23.11000000,""6"",6.46,3.05"
"22.19000000,""13"",6.85,2.99"
"23.37000000,""9"",6.46,2.93"
"23.61000000,""9"",6.46,2.92"
"23.39000000,""11"",6.46,2.95"
"21.89000000,""12"",6.85,2.89"
"23.35000000,""9"",6.46,2.94"
"23.43000000,""9"",6.46,2.89"
"23.75000000,""9"",6.46,2.91"
"23.63000000,""9"",6.46,2.90"
"23.51000000,""14"",6.44,3.18"
"23.31000000,""6"",6.86,3.65"
"23.73000000,""17"",6.44,3.17"
"24.01000000,""6"",6.86,3.64"
"23.19000000,""11"",6.44,3.20"
"22.83000000,""9"",6.86,3.67"
"23.33000000,""11"",6.44,3.19"
"23.11000000,""9"",6.86,3.66"
"23.63000000,""9"",6.44,3.15"
"22.83000000,""9"",6.86,3.61"
"23.93000000,""9"",6.44,3.14"
"22.69000000,""6"",6.86,3.60"
"23.73000000,""12"",6.44,3.16"
"23.71000000,""6"",6.86,3.63"
"23.71000000,""12"",6.44,3.15"
"23.21000000,""6"",6.86,3.62"
"24.93000000,""3"",6.44,3.25"
"22.03000000,""14"",6.86,3.72"
"24.83000000,""9"",6.44,3.24"
"22.37000000,""9"",6.86,3.71"
"25.21000000,""6"",6.44,3.27"
"24.99000000,""3"",6.44,3.26"
"21.69000000,""12"",6.86,3.73"
"24.13000000,""3"",6.44,3.22"
"22.01000000,""14"",6.86,3.69"
"23.73000000,""11"",6.44,3.21"
"21.95000000,""14"",6.86,3.68"
"24.45000000,""6"",6.44,3.24"
"22.51000000,""12"",6.86,3.70"
"24.27000000,""3"",6.44,3.23"
"22.45000000,""12"",6.86,3.69"
"23.67000000,""11"",6.44,3.04"
"22.03000000,""12"",6.83,2.98"
"23.61000000,""11"",6.44,3.03"
"21.93000000,""12"",6.83,2.97"
"23.73000000,""11"",6.44,3.06"
"21.99000000,""12"",6.83,3.00"
"23.59000000,""17"",6.44,3.05"
"21.83000000,""12"",6.83,2.99"
"23.85000000,""9"",6.44,3.00"
"21.71000000,""12"",6.83,2.95"
"23.95000000,""11"",6.44,2.99"
"21.61000000,""12"",6.83,2.94"
"23.59000000,""11"",6.44,3.02"
"21.95000000,""12"",6.83,2.97"
"23.77000000,""9"",6.44,3.01"
"22.09000000,""12"",6.83,2.96"
"23.71000000,""9"",6.44,3.11"
"21.61000000,""12"",6.83,3.06"
"23.57000000,""9"",6.44,3.10"
"21.61000000,""12"",6.83,3.05"
"23.97000000,""12"",6.44,3.13"
"22.01000000,""12"",6.83,3.07"
"23.63000000,""12"",6.44,3.12"
"21.93000000,""12"",6.83,3.06"
"22.83000000,""12"",6.44,3.07"
"22.07000000,""12"",6.83,3.02"
"23.47000000,""11"",6.44,3.06"
"22.03000000,""12"",6.83,3.01"
"23.25000000,""11"",6.44,3.09"
"21.65000000,""12"",6.83,3.04"
"22.93000000,""11"",6.44,3.08"
"22.03000000,""12"",6.83,3.03"
"24.11000000,""6"",6.44,2.89"
"23.93000000,""11"",6.44,2.91"
"23.99000000,""6"",6.44,2.90"
"23.81000000,""11"",6.44,2.97"
"21.95000000,""9"",6.83,2.91"
"24.25000000,""6"",6.44,2.96"
"21.95000000,""9"",6.83,2.90"
"23.93000000,""11"",6.44,2.98"
"21.73000000,""12"",6.83,2.93"
"23.83000000,""11"",6.44,2.97"
"21.87000000,""12"",6.83,2.92"
"24.09000000,""6"",6.44,2.93"
"24.01000000,""11"",6.44,2.92"
"24.23000000,""6"",6.44,2.95"
"22.03000000,""9"",6.83,2.89"
"24.11000000,""6"",6.44,2.94"
"21.97000000,""11"",6.84,3.69"
"23.69000000,""9"",6.45,3.73"
"21.87000000,""11"",6.84,3.68"
"21.89000000,""9"",6.84,3.70"
"21.91000000,""12"",6.84,3.69"
"23.91000000,""9"",6.45,3.70"
"23.99000000,""3"",6.84,3.65"
"23.75000000,""14"",6.45,3.69"
"24.71000000,""3"",6.84,3.64"
"23.83000000,""9"",6.45,3.72"
"21.75000000,""11"",6.84,3.67"
"24.03000000,""6"",6.45,3.71"
"23.57000000,""6"",6.84,3.66"
"21.85000000,""11"",6.84,3.72"
"21.83000000,""9"",6.84,3.71"
"21.91000000,""12"",6.84,3.73"
"23.63000000,""6"",6.45,3.60"
"22.35000000,""11"",6.84,3.54"
"23.73000000,""6"",6.45,3.59"
"22.55000000,""11"",6.84,3.53"
"23.61000000,""6"",6.45,3.61"
"21.59000000,""11"",6.84,3.56"
"23.65000000,""6"",6.45,3.60"
"21.73000000,""12"",6.84,3.55"
"24.03000000,""3"",6.45,3.56"
"22.59000000,""9"",6.84,3.51"
"23.93000000,""8"",6.45,3.55"
"22.81000000,""9"",6.84,3.50"
"23.97000000,""6"",6.45,3.58"
"22.49000000,""9"",6.84,3.52"
"24.09000000,""3"",6.45,3.57"
"22.35000000,""9"",6.84,3.51"
"23.61000000,""9"",6.45,3.67"
"22.89000000,""6"",6.84,3.61"
"23.51000000,""9"",6.45,3.66"
"21.95000000,""9"",6.84,3.60"
"23.59000000,""9"",6.45,3.69"
"24.41000000,""6"",6.84,3.63"
"23.57000000,""9"",6.45,3.68"
"23.49000000,""6"",6.84,3.62"
"23.69000000,""6"",6.45,3.63"
"21.69000000,""11"",6.84,3.58"
"23.59000000,""9"",6.45,3.62"
"21.69000000,""11"",6.84,3.57"
"23.39000000,""9"",6.45,3.65"
"21.79000000,""11"",6.84,3.60"
"23.67000000,""9"",6.45,3.64"
"21.75000000,""11"",6.84,3.59"
"nan,""17"",6.45,3.45"
"22.13000000,""12"",6.84,3.40"
"24.51000000,""5"",6.45,3.44"
"21.97000000,""9"",6.84,3.39"
"nan,""8"",6.45,3.47"
"22.69000000,""11"",6.84,3.42"
"nan,""8"",6.45,3.46"
"22.29000000,""9"",6.84,3.41"
"24.45000000,""6"",6.45,3.42"
"21.43000000,""9"",6.84,3.36"
"24.35000000,""8"",6.45,3.41"
"21.29000000,""12"",6.84,3.35"
"25.03000000,""5"",6.45,3.43"
"21.73000000,""9"",6.84,3.38"
"24.87000000,""3"",6.45,3.42"
"21.75000000,""9"",6.84,3.37"
"23.79000000,""3"",6.45,3.52"
"22.65000000,""9"",6.84,3.47"
"24.07000000,""6"",6.45,3.51"
"22.91000000,""9"",6.84,3.46"
"23.85000000,""14"",6.45,3.54"
"23.03000000,""9"",6.84,3.49"
"23.63000000,""6"",6.45,3.53"
"22.81000000,""9"",6.84,3.48"
"nan,""16"",6.45,3.49"
"23.65000000,""6"",6.84,3.43"
"24.07000000,""3"",6.45,3.48"
"23.19000000,""9"",6.84,3.42"
"23.81000000,""8"",6.45,3.51"
"23.39000000,""9"",6.84,3.45"
"nan,""14"",6.45,3.50"
"23.47000000,""6"",6.84,3.44"
"25.23000000,""8"",6.45,3.31"
"23.91000000,""9"",6.84,3.25"
"24.99000000,""3"",6.45,3.30"
"24.19000000,""14"",6.84,3.24"
"25.31000000,""3"",6.45,3.33"
"23.11000000,""9"",6.84,3.27"
"25.51000000,""8"",6.45,3.32"
"23.31000000,""11"",6.84,3.26"
"25.11000000,""6"",6.45,3.27"
"24.37000000,""9"",6.84,3.22"
"25.27000000,""3"",6.45,3.26"
"24.35000000,""6"",6.84,3.21"
"24.93000000,""6"",6.45,3.29"
"24.47000000,""14"",6.84,3.24"
"25.01000000,""6"",6.45,3.28"
"24.39000000,""9"",6.84,3.23"
"24.57000000,""17"",6.45,3.38"
"22.05000000,""14"",6.84,3.33"
"nan,""8"",6.45,3.37"
"22.13000000,""11"",6.84,3.32"
"24.33000000,""3"",6.45,3.40"
"21.79000000,""9"",6.84,3.34"
"24.29000000,""10"",6.45,3.39"
"21.93000000,""11"",6.84,3.33"
"25.31000000,""3"",6.45,3.34"
"22.81000000,""12"",6.84,3.29"
"25.29000000,""3"",6.45,3.33"
"22.99000000,""12"",6.84,3.28"
"24.65000000,""3"",6.45,3.36"
"22.19000000,""9"",6.84,3.31"
"25.17000000,""3"",6.45,3.35"
"22.33000000,""9"",6.84,3.30"
"24.13000000,""6"",6.45,3.16"
"22.13000000,""12"",6.84,3.11"
"24.13000000,""14"",6.45,3.15"
"22.07000000,""12"",6.84,3.10"
"24.07000000,""6"",6.45,3.18"
"23.03000000,""14"",6.84,3.13"
"24.07000000,""6"",6.45,3.17"
"22.71000000,""12"",6.84,3.12"
"23.79000000,""6"",6.45,3.13"
"21.99000000,""12"",6.84,3.07"
"23.05000000,""9"",6.45,3.12"
"21.97000000,""9"",6.84,3.06"
"23.71000000,""6"",6.45,3.15"
"22.07000000,""12"",6.84,3.09"
"23.81000000,""6"",6.45,3.14"
"21.99000000,""14"",6.84,3.08"
"24.41000000,""6"",6.45,3.24"
"24.27000000,""9"",6.84,3.18"
"24.23000000,""6"",6.45,3.23"
"23.59000000,""9"",6.84,3.17"
"25.21000000,""8"",6.45,3.25"
"24.67000000,""6"",6.84,3.20"
"24.93000000,""3"",6.45,3.24"
"24.61000000,""9"",6.84,3.19"
"24.79000000,""6"",6.45,3.20"
"22.69000000,""12"",6.84,3.15"
"24.35000000,""3"",6.45,3.19"
"22.71000000,""12"",6.84,3.14"
"24.35000000,""6"",6.45,3.22"
"23.21000000,""9"",6.84,3.16"
"24.99000000,""6"",6.45,3.21"
"22.67000000,""12"",6.84,3.15"
"23.43000000,""11"",6.45,3.02"
"22.11000000,""12"",6.84,2.97"
"23.59000000,""11"",6.45,3.01"
"22.37000000,""12"",6.84,2.96"
"23.15000000,""11"",6.45,3.04"
"22.27000000,""12"",6.84,2.98"
"23.13000000,""11"",6.45,3.03"
"22.13000000,""12"",6.84,2.97"
"23.71000000,""6"",6.45,2.98"
"21.99000000,""12"",6.84,2.93"
"23.77000000,""6"",6.45,2.97"
"22.25000000,""12"",6.84,2.92"
"23.67000000,""9"",6.45,3.00"
"22.17000000,""12"",6.84,2.95"
"23.61000000,""9"",6.45,2.99"
"22.11000000,""12"",6.84,2.94"
"23.13000000,""9"",6.45,3.09"
"21.49000000,""12"",6.84,3.04"
"22.87000000,""12"",6.45,3.08"
"21.71000000,""12"",6.84,3.03"
"23.05000000,""9"",6.45,3.11"
"21.73000000,""12"",6.84,3.06"
"23.07000000,""9"",6.45,3.10"
"21.59000000,""12"",6.84,3.05"
"23.71000000,""17"",6.45,3.06"
"21.95000000,""12"",6.84,3.00"
"23.29000000,""17"",6.45,3.05"
"21.83000000,""12"",6.84,2.99"
"23.25000000,""11"",6.45,3.07"
"21.87000000,""12"",6.84,3.02"
"23.61000000,""14"",6.45,3.06"
"22.03000000,""9"",6.84,3.01"
"23.73000000,""11"",6.45,2.89"
"23.55000000,""11"",6.45,2.95"
"21.93000000,""12"",6.84,2.89"
"23.83000000,""11"",6.45,2.94"
"23.83000000,""6"",6.45,2.97"
"22.23000000,""11"",6.84,2.91"
"23.85000000,""9"",6.45,2.96"
"22.03000000,""12"",6.84,2.90"
"23.89000000,""11"",6.45,2.91"
"23.87000000,""11"",6.45,2.90"
"23.79000000,""11"",6.45,2.93"
"23.75000000,""11"",6.45,2.92"
"nan,""17"",6.53,3.72"
"23.37000000,""6"",6.92,3.67"
"nan,""17"",6.53,3.71"
"23.21000000,""6"",6.92,3.66"
"22.03000000,""11"",6.92,3.69"
"nan,""14"",6.53,3.73"
"22.21000000,""9"",6.92,3.68"
"nan,""17"",6.53,3.69"
"21.87000000,""9"",6.92,3.63"
"nan,""17"",6.53,3.68"
"21.79000000,""11"",6.92,3.62"
"nan,""17"",6.53,3.70"
"22.95000000,""9"",6.92,3.65"
"nan,""17"",6.53,3.69"
"22.27000000,""6"",6.92,3.64"
"22.09000000,""12"",6.92,3.73"
"21.81000000,""11"",6.92,3.70"
"21.79000000,""12"",6.92,3.69"
"22.09000000,""9"",6.92,3.72"
"21.85000000,""11"",6.92,3.71"
"nan,""17"",6.53,3.58"
"22.03000000,""11"",6.92,3.52"
"nan,""17"",6.53,3.57"
"21.61000000,""11"",6.92,3.51"
"nan,""17"",6.53,3.60"
"22.15000000,""12"",6.92,3.54"
"nan,""17"",6.53,3.59"
"22.13000000,""12"",6.92,3.53"
"nan,""17"",6.53,3.54"
"21.79000000,""12"",6.92,3.49"
"23.87000000,""14"",6.53,3.53"
"21.79000000,""12"",6.92,3.48"
"24.15000000,""17"",6.53,3.56"
"21.63000000,""12"",6.92,3.51"
"24.15000000,""17"",6.53,3.55"
"21.73000000,""14"",6.92,3.50"
"nan,""17"",6.53,3.65"
"21.81000000,""12"",6.92,3.60"
"nan,""17"",6.53,3.64"
"22.01000000,""12"",6.92,3.59"
"nan,""17"",6.53,3.67"
"21.77000000,""12"",6.92,3.61"
"nan,""17"",6.53,3.66"
"21.77000000,""11"",6.92,3.60"
"nan,""17"",6.53,3.61"
"22.13000000,""9"",6.92,3.56"
"nan,""17"",6.53,3.60"
"22.21000000,""9"",6.92,3.55"
"nan,""17"",6.53,3.63"
"22.13000000,""12"",6.92,3.58"
"nan,""17"",6.53,3.62"
"22.27000000,""12"",6.92,3.57"
"nan,""17"",6.53,3.43"
"21.59000000,""12"",6.92,3.38"
"nan,""17"",6.53,3.42"
"21.77000000,""11"",6.92,3.37"
"nan,""17"",6.53,3.45"
"21.47000000,""12"",6.92,3.40"
"nan,""17"",6.53,3.44"
"21.49000000,""12"",6.92,3.39"
"24.45000000,""3"",6.53,3.40"
"22.15000000,""9"",6.92,3.34"
"24.53000000,""3"",6.53,3.39"
"22.05000000,""9"",6.92,3.33"
"nan,""17"",6.53,3.42"
"21.91000000,""12"",6.92,3.36"
"nan,""17"",6.53,3.41"
"22.13000000,""9"",6.92,3.35"
"24.41000000,""17"",6.53,3.51"
"21.47000000,""12"",6.92,3.45"
"nan,""17"",6.53,3.50"
"21.39000000,""11"",6.92,3.44"
"24.11000000,""9"",6.53,3.52"
"21.73000000,""12"",6.92,3.47"
"24.35000000,""9"",6.53,3.51"
"21.73000000,""12"",6.92,3.46"
"nan,""17"",6.53,3.47"
"21.43000000,""12"",6.92,3.42"
"nan,""17"",6.53,3.46"
"21.35000000,""12"",6.92,3.41"
"nan,""17"",6.53,3.49"
"21.43000000,""12"",6.92,3.43"
"nan,""17"",6.53,3.48"
"21.57000000,""12"",6.92,3.42"
"24.85000000,""6"",6.53,3.29"
"23.43000000,""12"",6.92,3.24"
"24.79000000,""3"",6.53,3.28"
"23.57000000,""9"",6.92,3.23"
"24.73000000,""3"",6.53,3.31"
"22.89000000,""9"",6.92,3.25"
"24.65000000,""3"",6.53,3.30"
"23.27000000,""9"",6.92,3.24"
"25.09000000,""3"",6.53,3.25"
"23.59000000,""13"",6.92,3.20"
"24.79000000,""3"",6.53,3.24"
"23.53000000,""9"",6.92,3.19"
"25.01000000,""6"",6.53,3.27"
"23.73000000,""9"",6.92,3.22"
"25.17000000,""3"",6.53,3.26"
"23.57000000,""9"",6.92,3.21"
